gps_lat,gps_long,lat,long,city,state,area,country,state_flag
-29.06,119.64,-30.746140000000004,121.4742,Kalgoorlie,Western Australia,Kalgoorlie/Boulder,AU,Western Australia
-25.15,147.36,-23.52296,148.15784,Emerald,Queensland,Central Highlands,AU,Queensland
-16.52,140.71,-12.623460000000001,141.87883,Weipa,Queensland,Cook,AU,Queensland
-10.02,140.56,-8.71065,141.63668,Morehead,Western Province,,PG,None
-12.3,122.37,-10.934000000000001,122.8482,Oemau,East Nusa Tenggara,,ID,None
-19.67,142.63,-20.843989999999998,144.20035,Hughenden,Queensland,Flinders,AU,Queensland
-11.72,152.49,-10.61667,150.66666999999998,Samarai,Milne Bay,,PG,None
-21.09,136.57,-19.6497,134.19146999999998,Tennant Creek,Northern Territory,Barkly,AU,Northern Territory
-37.61,135.2,-34.72625,135.87442,Port Lincoln,South Australia,Port Lincoln,AU,South Australia
-31.54,138.48,-32.346759999999996,138.04176,Quorn,South Australia,Flinders Ranges,AU,South Australia
-22.61,128.96,-18.22485,127.66646999999999,Halls Creek,Western Australia,Halls Creek,AU,Western Australia
-33.25,143.1,-34.18056,142.2265,Gol Gol,New South Wales,Wentworth,AU,New South Wales
-11.0,145.55,-9.44314,147.17972,Port Moresby,National Capital,,PG,None
-34.32,114.62,-34.31566,115.15921999999999,Augusta,Western Australia,Augusta-Margaret River Shire,AU,Western Australia
-34.39,127.85,-33.86013,121.88259,Esperance,Western Australia,Esperance Shire,AU,Western Australia
-38.8,120.38,-34.95778,117.93833000000001,Lower King,Western Australia,Albany,AU,Western Australia
-39.75,145.9,-38.6,145.6,North Wonthaggi,Victoria,Bass Coast,AU,Victoria
-16.0,124.77,-17.30295,123.62863999999999,Derby,Western Australia,Derby-West Kimberley,AU,Western Australia
-17.71,132.31,-19.6497,134.19146999999998,Tennant Creek,Northern Territory,Barkly,AU,Northern Territory
-26.26,141.96,-27.707279999999997,140.73696999999999,Innamincka,South Australia,,AU,South Australia
-31.08,144.95,-31.49873,145.84183000000002,Cobar,New South Wales,Cobar,AU,New South Wales
-12.43,139.53,-12.623460000000001,141.87883,Weipa,Queensland,Cook,AU,Queensland
-38.8,152.06,-37.06322,149.90401,Eden,New South Wales,Bega Valley,AU,New South Wales
-22.79,153.47,-24.86621,152.3479,Bundaberg,Queensland,Bundaberg,AU,Queensland
-22.56,129.69,-23.69748,133.88362,Alice Springs,Northern Territory,Alice Springs,AU,Northern Territory
-33.37,127.57,-33.86013,121.88259,Esperance,Western Australia,Esperance Shire,AU,Western Australia
-36.68,119.23,-34.95778,117.93833000000001,Lower King,Western Australia,Albany,AU,Western Australia
-26.66,139.57,-27.707279999999997,140.73696999999999,Innamincka,South Australia,,AU,South Australia
-21.97,140.56,-20.707179999999997,140.51303000000001,Cloncurry,Queensland,Cloncurry,AU,Queensland
-26.28,119.26,-23.35644,119.73553000000001,Newman,Western Australia,East Pilbara,AU,Western Australia
-32.61,123.14,-33.86013,121.88259,Esperance,Western Australia,Esperance Shire,AU,Western Australia
-23.6,116.75,-22.6939,117.7931,Tom Price,Western Australia,Ashburton,AU,Western Australia
-40.31,139.78,-37.8318,140.77919,Mount Gambier,South Australia,Mount Gambier,AU,South Australia
-17.25,124.71,-17.30295,123.62863999999999,Derby,Western Australia,Derby-West Kimberley,AU,Western Australia
-31.47,129.15,-32.1266,133.67271000000002,Ceduna,South Australia,Ceduna,AU,South Australia
-36.04,117.45,-35.01806,117.75556,Grasmere,Western Australia,Albany,AU,Western Australia
-40.0,115.82,-34.96067,117.35321,Denmark,Western Australia,Denmark,AU,Western Australia
-22.36,145.7,-20.843989999999998,144.20035,Hughenden,Queensland,Flinders,AU,Queensland
-9.27,117.4,-8.9933,117.20700000000001,Padasuka,West Nusa Tenggara,,ID,None
-29.19,123.34,-30.866670000000003,121.76666999999999,Stoneville,Western Australia,Kalgoorlie/Boulder,AU,Western Australia
-27.67,152.11,-27.58318,151.97997,Rangeville,Queensland,Toowoomba,AU,Queensland
-24.3,134.0,-23.69748,133.88362,Alice Springs,Northern Territory,Alice Springs,AU,Northern Territory
-28.35,145.54,-30.09011,145.93646,Bourke,New South Wales,Bourke,AU,New South Wales
-39.0,149.62,-37.06322,149.90401,Eden,New South Wales,Bega Valley,AU,New South Wales
-13.07,138.6,-12.18652,136.78201,Nhulunbuy,Northern Territory,East Arnhem,AU,Northern Territory
-24.51,125.92,-23.35644,119.73553000000001,Newman,Western Australia,East Pilbara,AU,Western Australia
-12.53,134.11,-13.85413,136.42129,Alyangula,Northern Territory,,AU,Northern Territory
-41.37,122.91,-33.86013,121.88259,Esperance,Western Australia,Esperance Shire,AU,Western Australia
-28.62,136.59,-29.01415,134.75495,Coober Pedy,South Australia,Coober Pedy,AU,South Australia
-26.72,121.34,-23.35644,119.73553000000001,Newman,Western Australia,East Pilbara,AU,Western Australia
-16.47,127.85,-15.778129999999999,128.74414,Kununurra,Western Australia,Wyndham-East Kimberley,AU,Western Australia
-13.2,134.59,-13.85413,136.42129,Alyangula,Northern Territory,,AU,Northern Territory
-15.8,124.1,-17.30295,123.62863999999999,Derby,Western Australia,Derby-West Kimberley,AU,Western Australia
-34.35,139.22,-34.501290000000004,139.04625,Angaston,South Australia,Barossa,AU,South Australia
-29.12,128.23,-32.1266,133.67271000000002,Ceduna,South Australia,Ceduna,AU,South Australia
-14.78,153.38,-10.61667,150.66666999999998,Samarai,Milne Bay,,PG,None
-32.72,118.84,-31.480940000000004,118.27448000000001,Merredin,Western Australia,Merredin,AU,Western Australia
-17.05,141.96,-16.995,145.42323000000002,Mareeba,Queensland,Tablelands,AU,Queensland
-12.0,147.02,-9.81847,147.65968,Kwikila,Central Province,Rigo,PG,None
-39.27,150.37,-37.06322,149.90401,Eden,New South Wales,Bega Valley,AU,New South Wales
-33.13,127.71,-33.86013,121.88259,Esperance,Western Australia,Esperance Shire,AU,Western Australia
-31.84,118.87,-31.480940000000004,118.27448000000001,Merredin,Western Australia,Merredin,AU,Western Australia
-13.23,115.08,-8.8323,115.1247,Pecatu,Bali,,ID,None
-38.13,128.56,-32.79554,134.20928,Streaky Bay,South Australia,Streaky Bay,AU,South Australia
-16.61,124.86,-17.30295,123.62863999999999,Derby,Western Australia,Derby-West Kimberley,AU,Western Australia
-13.06,136.78,-13.85413,136.42129,Alyangula,Northern Territory,,AU,Northern Territory
-13.14,147.68,-9.81847,147.65968,Kwikila,Central Province,Rigo,PG,None
-22.7,135.11,-23.69748,133.88362,Alice Springs,Northern Territory,Alice Springs,AU,Northern Territory
-35.43,116.51,-34.96067,117.35321,Denmark,Western Australia,Denmark,AU,Western Australia
-12.88,144.67,-15.470279999999999,145.24986,Cooktown,Queensland,Cook,AU,Queensland
-13.23,117.13,-9.6701,119.0511,Panenggoede,East Nusa Tenggara,,ID,None
-24.32,136.84,-23.69748,133.88362,Alice Springs,Northern Territory,Alice Springs,AU,Northern Territory
-32.34,126.38,-33.86013,121.88259,Esperance,Western Australia,Esperance Shire,AU,Western Australia
-14.44,128.09,-15.778129999999999,128.74414,Kununurra,Western Australia,Wyndham-East Kimberley,AU,Western Australia
-22.51,134.27,-23.69748,133.88362,Alice Springs,Northern Territory,Alice Springs,AU,Northern Territory
-17.21,132.85,-19.6497,134.19146999999998,Tennant Creek,Northern Territory,Barkly,AU,Northern Territory
-33.95,140.8,-34.17702,140.74697,Renmark,South Australia,Renmark Paringa,AU,South Australia
-39.52,150.78,-37.06322,149.90401,Eden,New South Wales,Bega Valley,AU,New South Wales
-12.14,130.25,-12.38299,130.8517,Nightcliff,Northern Territory,Darwin,AU,Northern Territory
-18.09,131.84,-19.6497,134.19146999999998,Tennant Creek,Northern Territory,Barkly,AU,Northern Territory
-30.35,143.49,-30.09011,145.93646,Bourke,New South Wales,Bourke,AU,New South Wales
-14.66,140.95,-12.623460000000001,141.87883,Weipa,Queensland,Cook,AU,Queensland
-15.93,120.95,-17.955379999999998,122.23921999999999,Broome,Western Australia,Broome,AU,Western Australia
-17.64,127.29,-18.22485,127.66646999999999,Halls Creek,Western Australia,Halls Creek,AU,Western Australia
-38.53,150.1,-37.06322,149.90401,Eden,New South Wales,Bega Valley,AU,New South Wales
-39.03,142.55,-38.386390000000006,142.59431,Allansford,Victoria,Warrnambool,AU,Victoria
-11.83,145.0,-10.579369999999999,142.21686,Thursday Island,Queensland,Torres,AU,Queensland
-22.89,124.46,-23.35644,119.73553000000001,Newman,Western Australia,East Pilbara,AU,Western Australia
-31.93,132.03,-32.1266,133.67271000000002,Ceduna,South Australia,Ceduna,AU,South Australia
-37.06,150.26,-37.06322,149.90401,Eden,New South Wales,Bega Valley,AU,New South Wales
-30.83,114.27,-30.305909999999997,115.03825,Jurien Bay,Western Australia,Dandaragan,AU,Western Australia
-36.22,122.94,-33.86013,121.88259,Esperance,Western Australia,Esperance Shire,AU,Western Australia
-11.57,117.0,-8.9933,117.20700000000001,Padasuka,West Nusa Tenggara,,ID,None
-15.94,129.96,-15.778129999999999,128.74414,Kununurra,Western Australia,Wyndham-East Kimberley,AU,Western Australia
-18.14,140.65,-20.707179999999997,140.51303000000001,Cloncurry,Queensland,Cloncurry,AU,Queensland
-39.0,153.36,-37.06322,149.90401,Eden,New South Wales,Bega Valley,AU,New South Wales
-23.07,119.0,-23.35644,119.73553000000001,Newman,Western Australia,East Pilbara,AU,Western Australia
-34.82,145.95,-34.56942,145.9987,Darlington Point,New South Wales,Murrumbidgee Shire,AU,New South Wales
-33.24,121.27,-33.85696,121.87499,Nulsen,Western Australia,Esperance Shire,AU,Western Australia
-27.42,149.09,-26.56741,148.78751,Roma,Queensland,Maranoa,AU,Queensland
-38.56,115.07,-34.44311,116.03688999999999,Pemberton,Western Australia,Manjimup,AU,Western Australia
-22.8,142.1,-20.707179999999997,140.51303000000001,Cloncurry,Queensland,Cloncurry,AU,Queensland
-10.82,138.99,-12.18652,136.78201,Nhulunbuy,Northern Territory,East Arnhem,AU,Northern Territory
-32.66,145.74,-33.480940000000004,145.53435,Hillston,New South Wales,Carrathool,AU,New South Wales
-30.65,119.88,-30.746140000000004,121.4742,Kalgoorlie,Western Australia,Kalgoorlie/Boulder,AU,Western Australia
-23.98,133.93,-23.69748,133.88362,Alice Springs,Northern Territory,Alice Springs,AU,Northern Territory
-11.28,114.19,-8.8323,115.1247,Pecatu,Bali,,ID,None
-39.51,118.92,-35.0031,117.86595,Albany,Western Australia,Albany,AU,Western Australia
-11.94,151.57,-10.61667,150.66666999999998,Samarai,Milne Bay,,PG,None
-22.15,120.09,-23.35644,119.73553000000001,Newman,Western Australia,East Pilbara,AU,Western Australia
-18.0,137.2,-19.6497,134.19146999999998,Tennant Creek,Northern Territory,Barkly,AU,Northern Territory
-19.46,152.09,-21.15345,149.16554,Mackay,Queensland,Mackay,AU,Queensland
-39.48,122.49,-33.86013,121.88259,Esperance,Western Australia,Esperance Shire,AU,Western Australia
-31.3,129.92,-32.1266,133.67271000000002,Ceduna,South Australia,Ceduna,AU,South Australia
-19.23,140.77,-20.707179999999997,140.51303000000001,Cloncurry,Queensland,Cloncurry,AU,Queensland
-22.32,145.24,-20.843989999999998,144.20035,Hughenden,Queensland,Flinders,AU,Queensland
-9.13,128.02,-8.51861,127.0025,Lospalos,Lautem,,TL,None
-31.85,136.76,-32.48611,137.75833,Port Augusta West,South Australia,Port Augusta,AU,South Australia
-30.15,138.78,-30.56305,136.89546,Roxby Downs,South Australia,Roxby Downs,AU,South Australia
-29.39,152.47,-29.3,152.71667,Gordon,New South Wales,Clarence Valley,AU,New South Wales
-15.83,136.3,-13.85413,136.42129,Alyangula,Northern Territory,,AU,Northern Territory
-40.87,114.51,-34.96067,117.35321,Denmark,Western Australia,Denmark,AU,Western Australia
-30.71,132.52,-32.1266,133.67271000000002,Ceduna,South Australia,Ceduna,AU,South Australia
-12.78,127.29,-15.778129999999999,128.74414,Kununurra,Western Australia,Wyndham-East Kimberley,AU,Western Australia
-18.59,123.99,-17.30295,123.62863999999999,Derby,Western Australia,Derby-West Kimberley,AU,Western Australia
-32.26,113.67,-33.58333,115.08333,Dunsborough,Western Australia,Busselton,AU,Western Australia
-21.55,136.16,-19.6497,134.19146999999998,Tennant Creek,Northern Territory,Barkly,AU,Northern Territory
-27.27,148.65,-26.56741,148.78751,Roma,Queensland,Maranoa,AU,Queensland
-25.27,143.2,-27.707279999999997,140.73696999999999,Innamincka,South Australia,,AU,South Australia
-32.52,146.93,-33.08805,147.14514,Condobolin,New South Wales,Lachlan,AU,New South Wales
-28.49,122.05,-30.746140000000004,121.4742,Kalgoorlie,Western Australia,Kalgoorlie/Boulder,AU,Western Australia
-39.93,124.58,-33.86013,121.88259,Esperance,Western Australia,Esperance Shire,AU,Western Australia
-16.61,129.02,-15.778129999999999,128.74414,Kununurra,Western Australia,Wyndham-East Kimberley,AU,Western Australia
-28.08,115.88,-28.183329999999998,116.73333000000001,Melville,Western Australia,Yalgoo,AU,Western Australia
-18.23,153.11,-21.15345,149.16554,Mackay,Queensland,Mackay,AU,Queensland
-11.83,151.41,-10.61667,150.66666999999998,Samarai,Milne Bay,,PG,None
-40.08,145.15,-40.84587,145.12498,Smithton,Tasmania,Circular Head,AU,Tasmania
-27.07,127.89,-23.69748,133.88362,Alice Springs,Northern Territory,Alice Springs,AU,Northern Territory
-31.04,119.84,-31.480940000000004,118.27448000000001,Merredin,Western Australia,Merredin,AU,Western Australia
-28.07,114.25,-27.7105,114.16505,Kalbarri,Western Australia,Northampton Shire,AU,Western Australia
-14.46,148.88,-15.470279999999999,145.24986,Cooktown,Queensland,Cook,AU,Queensland
-22.28,114.33,-24.88073,113.6594,Carnarvon,Western Australia,Carnarvon,AU,Western Australia
-36.7,150.7,-36.419000000000004,150.06355,Bermagui,New South Wales,Bega Valley,AU,New South Wales
-22.6,149.19,-23.03829,148.34463,Tieri,Queensland,Central Highlands,AU,Queensland
-36.11,139.63,-35.68841,139.33856,Meningie,South Australia,The Coorong,AU,South Australia
-10.53,137.8,-12.18652,136.78201,Nhulunbuy,Northern Territory,East Arnhem,AU,Northern Territory
-23.82,113.72,-24.88073,113.6594,Carnarvon,Western Australia,Carnarvon,AU,Western Australia
-16.48,136.71,-13.85413,136.42129,Alyangula,Northern Territory,,AU,Northern Territory
-40.43,129.33,-34.72625,135.87442,Port Lincoln,South Australia,Port Lincoln,AU,South Australia
-13.66,121.86,-10.934000000000001,122.8482,Oemau,East Nusa Tenggara,,ID,None
-23.01,114.03,-24.88073,113.6594,Carnarvon,Western Australia,Carnarvon,AU,Western Australia
-36.21,132.82,-34.72625,135.87442,Port Lincoln,South Australia,Port Lincoln,AU,South Australia
-19.51,133.86,-19.6497,134.19146999999998,Tennant Creek,Northern Territory,Barkly,AU,Northern Territory
-40.48,152.7,-37.06322,149.90401,Eden,New South Wales,Bega Valley,AU,New South Wales
-18.57,142.05,-20.707179999999997,140.51303000000001,Cloncurry,Queensland,Cloncurry,AU,Queensland
-30.48,134.36,-29.01415,134.75495,Coober Pedy,South Australia,Coober Pedy,AU,South Australia
-30.09,125.45,-30.866670000000003,121.76666999999999,Stoneville,Western Australia,Kalgoorlie/Boulder,AU,Western Australia
-23.57,130.07,-23.69748,133.88362,Alice Springs,Northern Territory,Alice Springs,AU,Northern Territory
-12.12,123.16,-10.934000000000001,122.8482,Oemau,East Nusa Tenggara,,ID,None
-14.17,116.73,-9.6701,119.0511,Panenggoede,East Nusa Tenggara,,ID,None
-20.98,121.41,-20.31215,118.61058999999999,Port Hedland,Western Australia,Port Hedland,AU,Western Australia
-9.32,129.89,-8.51861,127.0025,Lospalos,Lautem,,TL,None
-35.21,139.81,-35.25226,139.45546000000002,Tailem Bend,South Australia,Murray Bridge,AU,South Australia
-23.25,138.0,-20.72523,139.49727,Mount Isa,Queensland,Mount Isa,AU,Queensland
-20.02,139.96,-20.72523,139.49727,Mount Isa,Queensland,Mount Isa,AU,Queensland
-42.05,147.58,-41.56858,147.25271,Evandale,Tasmania,Northern Midlands,AU,Tasmania
-19.14,147.21,-19.15514,146.8485,Magnetic Island,Queensland,Townsville,AU,Queensland
-17.41,114.86,-20.66275,116.71256000000001,Dampier,Western Australia,Roebourne,AU,Western Australia
-34.37,153.19,-32.78135,152.08586,Anna Bay,New South Wales,Port Stephens Shire,AU,New South Wales
-23.04,116.19,-22.6939,117.7931,Tom Price,Western Australia,Ashburton,AU,Western Australia
-38.46,113.94,-34.31566,115.15921999999999,Augusta,Western Australia,Augusta-Margaret River Shire,AU,Western Australia
-36.81,149.04,-36.91212,149.23668999999998,Bombala,New South Wales,Bombala,AU,New South Wales
-31.49,127.94,-32.1266,133.67271000000002,Ceduna,South Australia,Ceduna,AU,South Australia
-38.88,123.12,-33.86013,121.88259,Esperance,Western Australia,Esperance Shire,AU,Western Australia
-27.31,116.87,-28.183329999999998,116.73333000000001,Melville,Western Australia,Yalgoo,AU,Western Australia
-20.73,131.4,-19.6497,134.19146999999998,Tennant Creek,Northern Territory,Barkly,AU,Northern Territory
-25.1,114.03,-24.88073,113.6594,Carnarvon,Western Australia,Carnarvon,AU,Western Australia
-41.54,138.82,-37.8318,140.77919,Mount Gambier,South Australia,Mount Gambier,AU,South Australia
-13.95,113.07,-8.5898,114.1189,Sidorukun,East Java,,ID,None
-30.5,134.53,-29.01415,134.75495,Coober Pedy,South Australia,Coober Pedy,AU,South Australia
-29.72,146.43,-29.96067,146.85986,Brewarrina,New South Wales,Brewarrina,AU,New South Wales
-20.61,137.58,-20.72523,139.49727,Mount Isa,Queensland,Mount Isa,AU,Queensland
-9.98,150.68,-10.31509,150.45741999999998,Alotau,Milne Bay,,PG,None
-35.36,145.59,-35.64904,145.57703999999998,Finley,New South Wales,Berrigan,AU,New South Wales
-25.49,144.38,-23.52296,148.15784,Emerald,Queensland,Central Highlands,AU,Queensland
-17.53,118.62,-20.31215,118.61058999999999,Port Hedland,Western Australia,Port Hedland,AU,Western Australia
-29.36,121.3,-30.746140000000004,121.4742,Kalgoorlie,Western Australia,Kalgoorlie/Boulder,AU,Western Australia
-14.33,132.15,-14.46517,132.26346999999998,Katherine,Northern Territory,Katherine,AU,Northern Territory
-35.13,121.6,-33.86013,121.88259,Esperance,Western Australia,Esperance Shire,AU,Western Australia
-33.33,121.42,-33.85696,121.87499,Nulsen,Western Australia,Esperance Shire,AU,Western Australia
-12.29,115.3,-8.8323,115.1247,Pecatu,Bali,,ID,None
-10.36,134.87,-12.18652,136.78201,Nhulunbuy,Northern Territory,East Arnhem,AU,Northern Territory
-35.37,151.18,-34.90746,150.73311,Greenwell Point,New South Wales,Shoalhaven Shire,AU,New South Wales
-15.39,131.63,-14.46517,132.26346999999998,Katherine,Northern Territory,Katherine,AU,Northern Territory
-36.36,116.68,-34.96067,117.35321,Denmark,Western Australia,Denmark,AU,Western Australia
-33.74,133.78,-32.79554,134.20928,Streaky Bay,South Australia,Streaky Bay,AU,South Australia
-42.33,136.81,-37.59389,140.34947,Millicent,South Australia,Wattle Range,AU,South Australia
-11.09,142.64,-10.579369999999999,142.21686,Thursday Island,Queensland,Torres,AU,Queensland
-26.99,142.12,-27.707279999999997,140.73696999999999,Innamincka,South Australia,,AU,South Australia
-41.41,153.47,-41.32028,148.23889,St Helens,Tasmania,Break O'Day,AU,Tasmania
-15.85,125.12,-17.30295,123.62863999999999,Derby,Western Australia,Derby-West Kimberley,AU,Western Australia
-38.49,146.77,-38.19528,146.5415,Traralgon,Victoria,Latrobe,AU,Victoria
-23.36,130.3,-23.69748,133.88362,Alice Springs,Northern Territory,Alice Springs,AU,Northern Territory
-24.01,115.58,-24.88073,113.6594,Carnarvon,Western Australia,Carnarvon,AU,Western Australia
-30.88,142.76,-31.96173,141.45998,Broken Hill,New South Wales,Broken Hill Municipality,AU,New South Wales
-14.16,135.74,-13.85413,136.42129,Alyangula,Northern Territory,,AU,Northern Territory
-28.48,139.92,-27.707279999999997,140.73696999999999,Innamincka,South Australia,,AU,South Australia
-27.0,145.55,-30.09011,145.93646,Bourke,New South Wales,Bourke,AU,New South Wales
-42.25,139.92,-38.3462,141.60257,Portland,Victoria,Glenelg,AU,Victoria
-22.22,120.53,-23.35644,119.73553000000001,Newman,Western Australia,East Pilbara,AU,Western Australia
-22.14,152.36,-23.126829999999998,150.74406000000002,Yeppoon,Queensland,Rockhampton,AU,Queensland
-37.86,137.47,-35.6559,137.6393,Kingscote,South Australia,Kangaroo Island,AU,South Australia
-14.4,117.39,-9.6962,119.1047,Kahale,East Nusa Tenggara,,ID,None
-27.63,120.76,-30.746140000000004,121.4742,Kalgoorlie,Western Australia,Kalgoorlie/Boulder,AU,Western Australia
-22.07,143.54,-20.843989999999998,144.20035,Hughenden,Queensland,Flinders,AU,Queensland
-10.57,143.19,-10.579369999999999,142.21686,Thursday Island,Queensland,Torres,AU,Queensland
-20.06,128.27,-18.22485,127.66647,Halls Creek,Western Australia,Halls Creek,AU,Western Australia
-41.0,153.89,-37.06322,149.90401,Eden,New South Wales,Bega Valley,AU,New South Wales
-32.53,129.64,-32.1266,133.67271,Ceduna,South Australia,Ceduna,AU,South Australia
-9.15,150.42,-10.31509,150.45742,Alotau,Milne Bay,,PG,None
-15.46,129.28,-15.77813,128.74414,Kununurra,Western Australia,Wyndham-East Kimberley,AU,Western Australia
-31.07,138.98,-32.34676,138.04176,Quorn,South Australia,Flinders Ranges,AU,South Australia
-39.73,131.39,-34.72625,135.87442,Port Lincoln,South Australia,Port Lincoln,AU,South Australia
-12.7,137.29,-12.18652,136.78201,Nhulunbuy,Northern Territory,East Arnhem,AU,Northern Territory
-36.58,123.37,-33.86013,121.88259,Esperance,Western Australia,Esperance Shire,AU,Western Australia
-28.14,135.1,-29.01415,134.75495,Coober Pedy,South Australia,Coober Pedy,AU,South Australia
-19.6,117.14,-20.66275,116.71256,Dampier,Western Australia,Roebourne,AU,Western Australia
-32.84,130.16,-32.1266,133.67271,Ceduna,South Australia,Ceduna,AU,South Australia
-29.24,124.23,-30.86667,121.76667,Stoneville,Western Australia,Kalgoorlie/Boulder,AU,Western Australia
-15.1,134.26,-14.46517,132.26347,Katherine,Northern Territory,Katherine,AU,Northern Territory
-26.32,128.5,-23.69748,133.88362,Alice Springs,Northern Territory,Alice Springs,AU,Northern Territory
-30.4,141.27,-31.96173,141.45998,Broken Hill,New South Wales,Broken Hill Municipality,AU,New South Wales
-24.85,127.71,-23.69748,133.88362,Alice Springs,Northern Territory,Alice Springs,AU,Northern Territory
-30.09,124.75,-30.86667,121.76667,Stoneville,Western Australia,Kalgoorlie/Boulder,AU,Western Australia
-10.89,119.07,-9.7491,119.3273,Bogorawatu,East Nusa Tenggara,,ID,None
-28.49,141.52,-27.70728,140.73697,Innamincka,South Australia,,AU,South Australia
-28.66,127.3,-30.86667,121.76667,Stoneville,Western Australia,Kalgoorlie/Boulder,AU,Western Australia
-31.69,126.94,-30.86667,121.76667,Stoneville,Western Australia,Kalgoorlie/Boulder,AU,Western Australia
-27.87,152.07,-27.63584,151.9392,Top Camp,Queensland,Toowoomba,AU,Queensland
-22.05,153.8,-23.84852,151.25775,Gladstone,Queensland,Gladstone,AU,Queensland
-12.52,148.72,-10.61667,150.66667,Samarai,Milne Bay,,PG,None
-32.97,145.95,-33.29868,146.37386,Lake Cargelligo,New South Wales,Lachlan,AU,New South Wales
-42.67,127.39,-33.86013,121.88259,Esperance,Western Australia,Esperance Shire,AU,Western Australia
-40.3,153.7,-37.06322,149.90401,Eden,New South Wales,Bega Valley,AU,New South Wales
-15.41,124.61,-17.30295,123.62864,Derby,Western Australia,Derby-West Kimberley,AU,Western Australia
-14.82,123.04,-17.30295,123.62864,Derby,Western Australia,Derby-West Kimberley,AU,Western Australia
-34.2,125.55,-33.86013,121.88259,Esperance,Western Australia,Esperance Shire,AU,Western Australia
-40.16,114.02,-34.31566,115.15922,Augusta,Western Australia,Augusta-Margaret River Shire,AU,Western Australia
-15.91,142.89,-15.47028,145.24986,Cooktown,Queensland,Cook,AU,Queensland
-40.28,130.96,-34.72625,135.87442,Port Lincoln,South Australia,Port Lincoln,AU,South Australia
-14.96,149.86,-10.61667,150.66667,Samarai,Milne Bay,,PG,None
-40.87,135.57,-35.6559,137.6393,Kingscote,South Australia,Kangaroo Island,AU,South Australia
-22.01,139.43,-20.72523,139.49727,Mount Isa,Queensland,Mount Isa,AU,Queensland
-22.7,153.88,-24.86621,152.3479,Bundaberg,Queensland,Bundaberg,AU,Queensland
-23.33,135.69,-23.69748,133.88362,Alice Springs,Northern Territory,Alice Springs,AU,Northern Territory
-17.14,144.97,-16.995,145.42323,Mareeba,Queensland,Tablelands,AU,Queensland
-37.48,128.65,-32.79554,134.20928,Streaky Bay,South Australia,Streaky Bay,AU,South Australia
-16.38,119.61,-17.95538,122.23922,Broome,Western Australia,Broome,AU,Western Australia
-37.23,117.48,-35.01806,117.75556,Grasmere,Western Australia,Albany,AU,Western Australia
-18.96,131.23,-19.6497,134.19147,Tennant Creek,Northern Territory,Barkly,AU,Northern Territory
-31.25,149.88,-30.98065,150.25838,Gunnedah,New South Wales,Gunnedah,AU,New South Wales
-23.96,146.44,-23.52296,148.15784,Emerald,Queensland,Central Highlands,AU,Queensland
-37.88,115.44,-34.44311,116.03689,Pemberton,Western Australia,Manjimup,AU,Western Australia
-19.56,122.06,-17.95538,122.23922,Broome,Western Australia,Broome,AU,Western Australia
-41.33,147.46,-41.1578,147.51727,Scottsdale,Tasmania,Dorset,AU,Tasmania
-24.16,119.12,-23.35644,119.73553,Newman,Western Australia,East Pilbara,AU,Western Australia
-35.09,115.89,-34.44311,116.03689,Pemberton,Western Australia,Manjimup,AU,Western Australia
-12.98,131.48,-12.55397,131.11165,McMinns Lagoon,Northern Territory,Litchfield,AU,Northern Territory
-10.18,131.28,-12.36667,130.9,Leanyer,Northern Territory,Darwin,AU,Northern Territory
-11.95,123.83,-10.7972,123.225,Folaoen Satu,East Nusa Tenggara,,ID,None
-18.9,144.52,-17.60758,145.48091,Ravenshoe,Queensland,Tablelands,AU,Queensland
-39.64,133.56,-34.72625,135.87442,Port Lincoln,South Australia,Port Lincoln,AU,South Australia
-9.27,134.13,-5.76092,134.23405,Dobo,Maluku,,ID,None
-19.31,146.45,-19.31365,146.69186,Bohle Plains,Queensland,Townsville,AU,Queensland
-40.57,140.06,-38.3462,141.60257,Portland,Victoria,Glenelg,AU,Victoria
-12.49,152.75,-10.61667,150.66667,Samarai,Milne Bay,,PG,None
-35.29,141.39,-35.07087,142.32034,Ouyen,Victoria,Mildura Shire,AU,Victoria
-31.65,126.4,-30.86667,121.76667,Stoneville,Western Australia,Kalgoorlie/Boulder,AU,Western Australia
-28.88,133.48,-29.01415,134.75495,Coober Pedy,South Australia,Coober Pedy,AU,South Australia
-38.03,113.72,-34.31566,115.15922,Augusta,Western Australia,Augusta-Margaret River Shire,AU,Western Australia
-15.18,153.52,-10.61667,150.66667,Samarai,Milne Bay,,PG,None
-23.95,115.05,-24.88073,113.6594,Carnarvon,Western Australia,Carnarvon,AU,Western Australia
-32.46,149.26,-32.36253,149.53201,Gulgong,New South Wales,Mid-Western Regional,AU,New South Wales
-10.67,141.42,-10.57937,142.21686,Thursday Island,Queensland,Torres,AU,Queensland
-12.63,147.06,-9.81847,147.65968,Kwikila,Central Province,Rigo,PG,None
-29.07,148.34,-29.42743,147.97865,Lightning Ridge,New South Wales,Walgett,AU,New South Wales
-28.32,120.28,-30.74614,121.4742,Kalgoorlie,Western Australia,Kalgoorlie/Boulder,AU,Western Australia
-26.7,145.53,-26.56741,148.78751,Roma,Queensland,Maranoa,AU,Queensland
-14.53,152.28,-10.61667,150.66667,Samarai,Milne Bay,,PG,None
-12.33,130.23,-12.42275,130.83627,Fannie Bay,Northern Territory,Darwin,AU,Northern Territory
