gps_lat,gps_long,lat,long,city,state,area,country,state_flag
-36.12,144.91,-36.1136,144.75648,Moama,New South Wales,Murray Shire,AU,New South Wales
-18.12,145.99,-18.64552,146.16248,Ingham,Queensland,Hinchinbrook,AU,Queensland
-32.35,115.64,-32.29088,115.71101,Shoalwater,Western Australia,Rockingham,AU,Western Australia
-13.92,150.55,-10.61667,150.66667,Samarai,Milne Bay,,PG,None
-39.16,130.06,-34.72625,135.87442,Port Lincoln,South Australia,Port Lincoln,AU,South Australia
-39.4,125.89,-33.86013,121.88259,Esperance,Western Australia,Esperance Shire,AU,Western Australia
-20.99,154.0,-23.12683,150.74406,Yeppoon,Queensland,Rockhampton,AU,Queensland
-23.5,122.28,-23.35644,119.73553,Newman,Western Australia,East Pilbara,AU,Western Australia
-35.78,144.52,-36.1136,144.75648,Moama,New South Wales,Murray Shire,AU,New South Wales
-14.09,124.06,-17.30295,123.62864,Derby,Western Australia,Derby-West Kimberley,AU,Western Australia
-29.11,135.46,-29.01415,134.75495,Coober Pedy,South Australia,Coober Pedy,AU,South Australia
-36.5,122.19,-33.86013,121.88259,Esperance,Western Australia,Esperance Shire,AU,Western Australia
-29.9,151.88,-29.73485,151.7385,Glen Innes,New South Wales,Glen Innes Severn,AU,New South Wales
-18.47,121.5,-17.95538,122.23922,Broome,Western Australia,Broome,AU,Western Australia
-29.53,150.78,-29.86931,150.57204,Bingara,New South Wales,Gwydir,AU,New South Wales
-21.38,123.8,-17.95538,122.23922,Broome,Western Australia,Broome,AU,Western Australia
-32.23,124.53,-30.86667,121.76667,Stoneville,Western Australia,Kalgoorlie/Boulder,AU,Western Australia
-19.5,118.35,-20.31215,118.61059,Port Hedland,Western Australia,Port Hedland,AU,Western Australia
-38.5,153.83,-37.06322,149.90401,Eden,New South Wales,Bega Valley,AU,New South Wales
-26.41,150.05,-26.8,150.15,Westcourt,Queensland,Western Downs,AU,Queensland
-11.49,137.37,-12.18652,136.78201,Nhulunbuy,Northern Territory,East Arnhem,AU,Northern Territory
-42.38,115.71,-34.96067,117.35321,Denmark,Western Australia,Denmark,AU,Western Australia
-18.77,149.21,-20.01367,148.24754,Bowen,Queensland,Whitsunday,AU,Queensland
-41.31,146.92,-41.20227,146.81723,Beaconsfield,Tasmania,West Tamar,AU,Tasmania
-19.51,145.28,-20.07671,146.26353,Charters Towers,Queensland,Charters Towers,AU,Queensland
-34.16,135.57,-34.26396,135.726,Cummins,South Australia,Lower Eyre Peninsula,AU,South Australia
